username, created_at, lng, lat, text
TrueNorthEmpire, Fri Feb 05 20:01:42 +0000 2021, -117.439251, 47.713428, #RealitySoldHere @ True North Mediation https://t.co/jcJTA1rWRK 
jacquesyawns, Fri Feb 05 20:01:42 +0000 2021, -120.882482, 47.273022, 😀 then she says ‘leave montana’ https://t.co/UrJbG1azex 
EricWTCS, Fri Feb 05 20:01:48 +0000 2021, -122.194398, 47.481598, @dumbandbummer The Aquatic Life really was somethin special famNightcrawler was beyond thrilling. 
yakimajack50, Fri Feb 05 20:01:52 +0000 2021, -120.529760, 46.594223, It’s time to go after the people that has put this shit out. The new GQP party 
Chimaera000, Fri Feb 05 20:01:53 +0000 2021, -120.583402, 44.145437, @RealKaylaJames Stuttgart. (?Vienna?) 
tmj_WAT_NURSING, Fri Feb 05 20:01:56 +0000 2021, -122.382432, 47.691333, Interested in a job in #Seattle, WA? This could be a great fit: https://t.co/jpwHIuS3J1 #Nursing 
Crawford_MILB, Fri Feb 05 20:02:00 +0000 2021, -123.123932, 47.231597, @MarkAselstine Been. Long time ago but been. 
Herronisland, Fri Feb 05 20:02:00 +0000 2021, -120.882482, 47.273022, @ClaireakaMinnie @HeidiMafreak After I received my first vaccine shot last Saturday, I did all kinds of cartwheels… https://t.co/MoocjQqOaf 
travis_lems, Fri Feb 05 20:02:09 +0000 2021, -122.061771, 47.678813, @TacoTime @TacoTimeNW A simple new recipe; a delicious treat, dubbed the Burritadilla. #newrecipe #food #tacotime… https://t.co/eNyMVV1rIs 
ladysmilealot, Fri Feb 05 20:02:12 +0000 2021, -122.330602, 47.614817, Thank you Senator Brown! 
terileemcclain, Fri Feb 05 20:02:23 +0000 2021, -122.330602, 47.614817, @BeschlossDC @davidpsdem Mommy dearest omg 
barbwir33913971, Fri Feb 05 20:02:24 +0000 2021, -120.882482, 47.273022, This guy was at Lacey QfC this morning! I asked him where his mask was and he said fuc$ the governor. Evidently tha… https://t.co/f43oV5dw5A 
tmj_WAK_retail, Fri Feb 05 20:02:26 +0000 2021, -117.584404, 47.644378, Interested in a job in #AirwayHeights, WA? This could be a great fit: https://t.co/4TnoFg2CEo #Retail 
bgmacneill, Fri Feb 05 20:02:34 +0000 2021, -122.035069, 47.608120, The media...is really calling out Biden for traveling to Delaware, aboard AF1?Seriously people. Trump flew multip… https://t.co/iQZA4cI1ih 
bigbear5822, Fri Feb 05 20:02:35 +0000 2021, -122.923516, 47.064528, Love it when @GOP members lose support for their crazy beliefs!! 
Vinny___3000, Fri Feb 05 20:02:36 +0000 2021, -122.923516, 47.064528, @pepsi 😉@espn @NFL @Buccaneers @Chiefs https://t.co/5bgqURRdtl 
TigheSam, Fri Feb 05 20:02:55 +0000 2021, -120.882482, 47.273022, I was always able to find cheap rentals in college 
EricWTCS, Fri Feb 05 20:02:55 +0000 2021, -122.194398, 47.481598, @dumbandbummer Bet, hold up 
DavidMT62, Fri Feb 05 20:03:01 +0000 2021, -122.330602, 47.614817, @kathrynresister GQP 
dbm422, Fri Feb 05 20:03:04 +0000 2021, -122.628706, 47.635928, @Herbin_Cowboy I will get to So Cal b4 I get to east of the cascades 🤣 
MrYeahIKnow, Fri Feb 05 20:03:04 +0000 2021, -122.205437, 47.306631, Tough 
vinceg55, Fri Feb 05 20:03:06 +0000 2021, -117.434547, 47.667438, @RyanDivish Why not the M’s for goodness’ sake? The two franchises are almost mirror images. 
kezeofficial, Fri Feb 05 20:03:15 +0000 2021, -117.434547, 47.667438, @JovialNightz yea same...shit SUX 
hannahmayfilm, Fri Feb 05 20:03:21 +0000 2021, -120.583402, 44.145437, https://t.co/BG7MRAvA1y 
jamiehicks50, Fri Feb 05 20:03:28 +0000 2021, -120.882482, 47.273022, @catturd2 My son tried to get some books out of a library in Oregon (for a college paper) books are on quarantine for 5 days. 🤣 
BarnardKimberly, Fri Feb 05 20:03:41 +0000 2021, -123.650000, 48.633300, Couldn't agree more!!🤩#LearnByDoing#FunInWork#PlayEveryDay 👏💞@st.johnsacademyshawniganlake @ Shawnigan Lake, B… https://t.co/CS9rLkSkn9 
MarcellMyslak, Fri Feb 05 20:03:42 +0000 2021, -122.231788, 47.959950, 💰💰💰 
rileyreidabook, Fri Feb 05 20:03:42 +0000 2021, -122.231788, 47.959950, Living life listening to sky and getting off work early 
kleincreativity, Fri Feb 05 20:03:47 +0000 2021, -122.035069, 47.608120, @47_Trades Is your discord public? 
christxphrr, Fri Feb 05 20:03:54 +0000 2021, -122.330602, 47.614817, How you know I get annoyed w myself 
nate_mitchell21, Fri Feb 05 20:03:55 +0000 2021, -120.583402, 44.145437, I’m liking this! 👀🥰 
LOrive, Fri Feb 05 20:03:55 +0000 2021, -122.205576, 47.585020, Congratulations!!! ❤️❤️ 
AlbiCabrera, Fri Feb 05 20:04:00 +0000 2021, -122.330602, 47.614817, Quizás dividimos mal las eras. No son dos, son tres con la Shakira tonos rojos, @agustingennoni. 
straitarrow10, Fri Feb 05 20:04:01 +0000 2021, -120.882482, 47.273022, And we believe him/her?She says she woke up laughing this morning and of course we know who she is laughing at! 
yakimajack50, Fri Feb 05 20:04:12 +0000 2021, -120.529760, 46.594223, we can’t get the GQP to join in. Let them stay sitting in them nice soft chairs they have in the Senate. And keep t… https://t.co/vrgGFZWGKY 
BJezza1, Fri Feb 05 20:04:20 +0000 2021, -120.537800, 46.593000, new alternator pt1! #dieselgang #ford #f350 #73 #alternatorproblems #shockedmyself #chunkybutt #automotive @ Yakima… https://t.co/HVyrQJqij6 
DrKSampsell, Fri Feb 05 20:04:23 +0000 2021, -122.489100, 48.198639, @srahman2020 It’s a kind of skin infection. Women know all about candida. 
jordandobson, Fri Feb 05 20:04:27 +0000 2021, -122.455344, 47.242960, @____alex____ @azumbrunnen_ Smart Components are likely what you want then. Since ahh it’s like no code? 
rileyreidabook, Fri Feb 05 20:04:32 +0000 2021, -122.231788, 47.959950, She my best friend yeah we not a couple 
KelliX84, Fri Feb 05 20:04:35 +0000 2021, -122.205946, 47.773496, @DevilsArmyBlog They won’t play a game this season. 
HusbandLauri, Fri Feb 05 20:04:35 +0000 2021, -120.882482, 47.273022, @GeorgeTakei @lightningwincup Oh wow this the first I’ve heard. What a great actor. RIP. 
ladysmilealot, Fri Feb 05 20:04:40 +0000 2021, -122.330602, 47.614817, @toddg21411 https://t.co/mFYoTtOdo9 
DrKSampsell, Fri Feb 05 20:04:42 +0000 2021, -122.489100, 48.198639, @lmauricecpr Yes. 
DavidMT62, Fri Feb 05 20:04:44 +0000 2021, -122.330602, 47.614817, @AndBrazen @lanechanged I hid all that gold in... 
joelferg12, Fri Feb 05 20:04:57 +0000 2021, -120.882482, 47.273022, Finding Our WayA squawking Blue JayStands in the HayOn a Spring Day in MayYou don’t say..We must get awayTo… https://t.co/J6hvdAa1qx 
barbwir33913971, Fri Feb 05 20:05:03 +0000 2021, -120.882482, 47.273022, @GeorgeTakei Might just be time to re-organize the linen cabinet💕😻 
bgmacneill, Fri Feb 05 20:05:06 +0000 2021, -122.035069, 47.608120, @Siadasha MSNBC too 
tmj_WAT_schn, Fri Feb 05 20:05:17 +0000 2021, -122.347380, 47.232412, Can you recommend anyone for this job? Pick/Packer - https://t.co/2cUH0FbJez #packer #Tacoma, WA 
HusbandLauri, Fri Feb 05 20:05:19 +0000 2021, -120.882482, 47.273022, @Hamza_Africa Fantastic news!! 
jordandobson, Fri Feb 05 20:05:21 +0000 2021, -122.455344, 47.242960, @dfeles @azumbrunnen_ I would look at it again. As someone that feels your pain... give it a try again 
ladysmilealot, Fri Feb 05 20:05:25 +0000 2021, -122.330602, 47.614817, @lmauricecpr Yes 
CabaretKittens, Fri Feb 05 20:05:35 +0000 2021, -122.329137, 47.550811, Kitten’s Cabinet is back to regular operating hours, open daily 10am-2:30am. #Seattle #sodo #geargetown #seatac… https://t.co/nDiLb1y9AU 
CjgbVictoria, Fri Feb 05 20:05:57 +0000 2021, -123.358379, 48.426730, @colingorrie That's almost the question I was going to ask: What is rhoticism? Why are [ɾɹʁʀɻr] "kind of the same s… https://t.co/Ixu5wrlbOC 
kittytat65, Fri Feb 05 20:05:57 +0000 2021, -120.882482, 47.273022, @DrewMcfarlane 👏👏👏👍👍👍 
bikehugger, Fri Feb 05 20:06:05 +0000 2021, -122.330602, 47.614817, @amay206 Don’t move here then @SamAdlerBell. Stay away. 
CheeHuffs, Fri Feb 05 20:06:07 +0000 2021, -122.343179, 47.755871, I don't know what I'm most known for tbh 
SeattleWXGuy, Fri Feb 05 20:06:08 +0000 2021, -122.344395, 47.431549, @ensembleator @joejoezz Plus the joy (sarc) of all the terrible things that happen that we can't envision yet. 
Shoegnome, Fri Feb 05 20:06:13 +0000 2021, -122.330800, 47.604600, Just posted a photo @ Seattle, Washington https://t.co/tdFKGY4Xib 
kmakazigrdcrew, Fri Feb 05 20:06:17 +0000 2021, -122.506779, 47.157103, @pattmlatimes Martini in the other hand I hope! 
Es0t3ric, Fri Feb 05 20:06:30 +0000 2021, -123.358379, 48.426730, @23Bano Thank  you ❤️ 
GOLDENGSTRlNG, Fri Feb 05 20:06:32 +0000 2021, -122.330602, 47.614817, she was fit asf for this.. https://t.co/6YGS6hrMBW 
JetsetSusan, Fri Feb 05 20:06:43 +0000 2021, -122.535562, 47.647615, RIP, Captain Von Trapp. 💙 https://t.co/aIzamwUBhY 
Chimaera000, Fri Feb 05 20:06:47 +0000 2021, -120.583402, 44.145437, @eschneider @JonathanLHoward Came across it on a routine "did I miss something" search that I do for all my favorit… https://t.co/wsocom0EoV 
JamRock1021, Fri Feb 05 20:06:50 +0000 2021, -122.455344, 47.242960, Just beauty and booty. 😆 https://t.co/hRQzFjPJiM 
GOLDENGSTRlNG, Fri Feb 05 20:06:51 +0000 2021, -122.330602, 47.614817, Delete this @0800shygirl omfg 
MillenSam, Fri Feb 05 20:06:56 +0000 2021, -122.965796, 48.645510, 🌞 https://t.co/aaQ1u5vE0Q 
BarnardKimberly, Fri Feb 05 20:06:58 +0000 2021, -123.650000, 48.633300, 👏 Couldn't agree more!!🤩#LearnByDoing#FunInWork#PlayEveryDay 💞@st.johnsacademyshawniganlake @ Shawnigan Lake,… https://t.co/Ig6yhWywPj 
IAmMackWilliams, Fri Feb 05 20:07:00 +0000 2021, -122.218075, 47.392311, I can stop caring about Trevor Bauer now. 
Lets_trend_XRP, Fri Feb 05 20:07:04 +0000 2021, -122.330602, 47.614817, 🟢 ONE channel for the whole #XRPCommunity 🟢 Come on Telegram!  #xrpthestandard      https://t.co/w0Ei6dtwJz #xrp @WillyWonkaXRP 
Es0t3ric, Fri Feb 05 20:07:04 +0000 2021, -123.358379, 48.426730, @mak_asif Inshallah. 2months se hai 😪 
AnnaOmmen, Fri Feb 05 20:07:15 +0000 2021, -122.506779, 47.157103, This👇 
Twitassgab, Fri Feb 05 20:08:51 +0000 2021, -122.971884, 46.727290, suddenly jojo siwa the baddest in the game 
Herronisland, Fri Feb 05 20:08:51 +0000 2021, -120.882482, 47.273022, Really goes without saying. 
dyknjen5, Fri Feb 05 20:08:52 +0000 2021, -122.468593, 48.937848, @GovInslee @Seahawks @PeteCarroll Open the state up you idiot 
GrantHayter, Fri Feb 05 20:08:57 +0000 2021, -123.358379, 48.426730, @MadameGilflurt 
BryannSpokane, Fri Feb 05 20:09:01 +0000 2021, -117.434547, 47.667438, @DeathWishCoffee https://t.co/WrtgYIgyiC 
GrantHayter, Fri Feb 05 20:09:05 +0000 2021, -123.358379, 48.426730, @MadameGilflurt 
PattiJ26089081, Fri Feb 05 20:09:05 +0000 2021, -120.583402, 44.145437, 🌈🌈🌈For my UK friends!🌈🌈 
everyEarthquake, Fri Feb 05 20:09:05 +0000 2021, -121.959000, 48.128833, USGS reports a M0.97 explosion, 3 km ENE of Riverside, Washington on 2/4/21 @ 20:46:45 UTC https://t.co/yZaDZV6y7L #explosion 
CreteJosephine, Fri Feb 05 20:09:08 +0000 2021, -122.330602, 47.614817, Not my tattoo artist hyping up my art and telling people to follow my insta 😭😭🖤🖤 
cxy, Fri Feb 05 20:09:10 +0000 2021, -122.061771, 47.678813, @marty Damn I’m stuck on step 2 
soyAndreaMG, Fri Feb 05 20:09:12 +0000 2021, -122.201905, 47.680319, @Luefe_co Así estamos todos 
dlpasco, Fri Feb 05 20:09:17 +0000 2021, -122.330602, 47.614817, @subdigital Recording guitar! 
CjgbVictoria, Fri Feb 05 20:09:29 +0000 2021, -123.358379, 48.426730, @JBFalke Québec 
swshep5, Fri Feb 05 20:09:30 +0000 2021, -120.882482, 47.273022, Thinking of you, Tom! You were always so good to me. #thankyou 
Lesley1031, Fri Feb 05 20:09:31 +0000 2021, -123.358379, 48.426730, @Dylan_Morrow @berezin_goal Everyone loves Wayne 💘 💗 💕 https://t.co/O8qfOzXKAc 
raaronman, Fri Feb 05 20:09:35 +0000 2021, -122.765409, 47.039416, 12 hrs of waiting for nothing lmaooo 
jw_pincus, Fri Feb 05 20:09:47 +0000 2021, -122.232754, 47.565392, @Rodericka I just sent this to everybody I know 😂😂😂 
BJezza1, Fri Feb 05 20:09:48 +0000 2021, -120.537800, 46.593000, new alternator pt2! #dieselgang #ford #f350 #73 #alternatorproblems #shockedmyself #chunkybutt #automotive @ Yakima… https://t.co/JisxEul808 
AnnaOmmen, Fri Feb 05 20:09:52 +0000 2021, -122.506779, 47.157103, Agreed!!! https://t.co/p5w1rYpITd 
mattdahlgren12, Fri Feb 05 20:09:56 +0000 2021, -122.035069, 47.608120, @rxnelson Here’s a screenshot of Bing from the documentary (which I loved). That’s the Gehrig bat you’re referencin… https://t.co/3Eekah28fC 
_kingmilkshake, Fri Feb 05 20:09:57 +0000 2021, -122.330602, 47.614817, 🤦🏽‍♂️ https://t.co/stRNK7tL3Q 
call_me_ev, Fri Feb 05 20:09:57 +0000 2021, -122.330602, 47.614817, @Abanda_Collins Good God. 
toto1229, Fri Feb 05 20:09:57 +0000 2021, -122.544736, 47.215098, @BitmojiMaddow I am all in for this guy. 
Es0t3ric, Fri Feb 05 20:10:01 +0000 2021, -123.358379, 48.426730, Kuch logo se darr lagta hai ab🙊 
TheManuelBrown, Fri Feb 05 20:10:09 +0000 2021, -122.515936, 47.229863, You still have time to delete this. 
andrewswright, Fri Feb 05 20:10:12 +0000 2021, -122.330602, 47.614817, @AlanHarzmanMD @jdimick1 https://t.co/gPr18fKc60 
Herronisland, Fri Feb 05 20:10:20 +0000 2021, -120.882482, 47.273022, @RKJ65 I thought you may enjoy this.  👇🏼 https://t.co/8AQF0lt45m 
BryannSpokane, Fri Feb 05 20:10:25 +0000 2021, -117.434547, 47.667438, @NBCSSharks @BrodieNBCS YES!!! When it was no longer “Randy &amp; Drew”, it just wasn’t the same. Please tell me this i… https://t.co/xhkwXOnsi6 
oslOslo, Fri Feb 05 20:10:26 +0000 2021, -122.052118, 47.551170, Nooo!! Not Costco I ❤️ Costco @ Costco Wholesale Corporate Headquarters https://t.co/e1sf3PWcfC 
tmj_sea_sales, Fri Feb 05 20:10:29 +0000 2021, -122.339064, 47.836947, Dollar Tree is looking for teammates like you. See our latest #Sales job openings, including "SALES FLOOR ASSOCIATE… https://t.co/TeUxPzpBD4 
TJMadd509, Fri Feb 05 20:10:35 +0000 2021, -120.607753, 46.599805, @tlhicks713 I'm telling ya he's a bloke...Check out the feet.  Bigfoot. 
ITSDANKSINATRA, Fri Feb 05 20:10:40 +0000 2021, -122.330602, 47.614817, @Sob3rS0ul Yeah you. Niggas need patience 
mikevorel, Fri Feb 05 20:10:41 +0000 2021, -122.330602, 47.614817, @BrandonHuffman Should’ve just thrown it to first 
bigjay00dx, Fri Feb 05 20:10:42 +0000 2021, -122.330602, 47.614817, @DaveMasonBOL you guys have lines for where Wentz plays next year? 
gracelhawley, Fri Feb 05 20:10:48 +0000 2021, -120.583402, 44.145437, I’m fine, Fucked upInsecureNeedyEmotional 
HauberTaylor, Fri Feb 05 20:10:50 +0000 2021, -120.327408, 47.430856, definitely not a lot, but they add to my little collection. 💜🌙✨ https://t.co/jTUiTkQwxH 
dlpasco, Fri Feb 05 20:10:56 +0000 2021, -122.330602, 47.614817, @SheriffAlert “It floated in the air in exactly the way that bricks don’t” 
bgmacneill, Fri Feb 05 20:11:03 +0000 2021, -122.035069, 47.608120, @SuePBC65 @FoxNews MSNBC did as well 
dallasmayy, Fri Feb 05 20:11:06 +0000 2021, -120.365658, 47.476827, No way is it almost 60 degrees outside at the beginning of February. My seasonal depression is melting off 
akreyna4726, Fri Feb 05 20:11:07 +0000 2021, -122.164527, 48.088757, OAM Neal celebrating milestone Homer awards with 2 outstanding assocaites. Barbara and Ken! Great job and congratul… https://t.co/Txtxg4UZJc 
summerrhanson, Fri Feb 05 20:11:15 +0000 2021, -122.330602, 47.614817, The most rewarding part of my work is creating jobs that I wish were available when I was younger. So my team can w… https://t.co/GexiQarcl4 
TheManuelBrown, Fri Feb 05 20:11:23 +0000 2021, -122.515936, 47.229863, That’s Baseball, Susan. 🥴 
WolfieBraden, Fri Feb 05 20:11:24 +0000 2021, -122.330602, 47.614817, Flex Friday... did I do it right? https://t.co/NpQV8WFq30 
freckles110, Fri Feb 05 20:11:31 +0000 2021, -122.164527, 48.088757, I’m watching the Sound of Music tonight!  What a legend. This one hurts. Rest In Edelweiss Paradise. 🙏🏼🙏🏼🙏🏼 #ChristopherPlummer 
EricWTCS, Fri Feb 05 20:11:36 +0000 2021, -122.194398, 47.481598, @dumbandbummer Beginners is an indie film, takes place in LA, it’s my go to movie if I’m feeling low. 50/50 is indi… https://t.co/01niB7IL7G 
Herronisland, Fri Feb 05 20:11:37 +0000 2021, -120.882482, 47.273022, @Hellcat20201 I don’t eat fried food, but thanks 
Chimaera000, Fri Feb 05 20:11:46 +0000 2021, -120.583402, 44.145437, Restorative soak in the tub. I suspect I'm part selkie. But not the bracing North Atlantic ocean kind, more the c… https://t.co/oUDSIAtsDo 
jacquesyawns, Fri Feb 05 20:11:49 +0000 2021, -120.882482, 47.273022, been making niche apollo anton ohno jokes lately someone help 
SeatownNerd, Fri Feb 05 20:11:50 +0000 2021, -122.330602, 47.614817, @3bluegreen3 I adhere to this with my girlfriend. Living in the city, people are so wanton taking shortcuts and not… https://t.co/FNXLCHdvmI 
chris_p_2010, Fri Feb 05 20:11:51 +0000 2021, -122.042544, 47.542814, @CaptMarkKelly I worked really hard to get you elected, hosting phone banks for 10 weeks in a row. Seeing you deny… https://t.co/9fTB2ln3Kj 
GeoBickford, Fri Feb 05 20:11:55 +0000 2021, -117.434547, 47.667438, @Acosta Aha! Finally, something she is  correct about.  #TrumpCult is the new GOP 
jasondmalone, Fri Feb 05 20:11:56 +0000 2021, -120.583402, 44.145437, What is Emily in Paris? 
Herronisland, Fri Feb 05 20:11:57 +0000 2021, -120.882482, 47.273022, @Hellcat20201 @BrendaVashanka I use PAM 
HauberTaylor, Fri Feb 05 20:12:00 +0000 2021, -120.327408, 47.430856, definitely not many, but i alway love her updates 💜🌙✨@artbyjacstudio https://t.co/j00fqUWKY8 
marjorieh1350, Fri Feb 05 20:12:01 +0000 2021, -122.330602, 47.614817, @davematt88 @BluesFish_ JFC. I hope he writes his own Presidential memoir, without pro help. It could be a source o… https://t.co/HICtNfT9vy 
Es0t3ric, Fri Feb 05 20:12:06 +0000 2021, -123.358379, 48.426730, @druglard https://t.co/wDblgHiWYB 
floor_6, Fri Feb 05 20:12:08 +0000 2021, -122.455344, 47.242960, @onenuttodd Yeah, everyone seems to think the first show might be PJ, they are big advocates for limiting climate c… https://t.co/p4CO6QEGSO 
Chimaera000, Fri Feb 05 20:12:08 +0000 2021, -120.583402, 44.145437, @eschneider @JonathanLHoward We are so brave. 
jacquesyawns, Fri Feb 05 20:12:10 +0000 2021, -120.882482, 47.273022, been making niche apollo anton ohno references lately someone help 
hanadijane17, Fri Feb 05 20:12:12 +0000 2021, -120.583402, 44.145437, if you’re gonna dance with the devil you might as well lead 🤷🏻‍♀️ 
drew_j_w, Fri Feb 05 20:12:22 +0000 2021, -122.430277, 48.753353, A year ago today we met @trixiemattel 🤩😭 https://t.co/2LXzM49KKJ 
AnnaOmmen, Fri Feb 05 20:12:27 +0000 2021, -122.506779, 47.157103, To @ZackSnyder from me ❤🙏 https://t.co/JX4vturtsR 
CjgbVictoria, Fri Feb 05 20:12:27 +0000 2021, -123.358379, 48.426730, @NOYB2869 @SvenTystnad Blizzards are fun, but 10 days would be too long. I chose 0, cos once you're used to it and… https://t.co/LSdoKbOuAh 
TheCascadeHiker, Fri Feb 05 20:12:31 +0000 2021, -116.678000, 44.571700, Just posted a photo @ Cambridge, Idaho https://t.co/KATS9I7jRC 
nickforbrains, Fri Feb 05 20:12:36 +0000 2021, -122.178297, 47.325447, New t-shirt https://t.co/tJ3UlbFmOz 
CristinGoodwin, Fri Feb 05 20:12:41 +0000 2021, -122.061771, 47.678813, @GossiTheDog @ajohnsocyber @IanColdwater @hacks4pancakes @JenMsft @lzxdc @kclemson @sbj24 @ian_infosec @FPieces… https://t.co/mRqEbrQjqV 
VividConfusion, Fri Feb 05 20:12:44 +0000 2021, -122.231788, 47.959950, Our @VP @KamalaHarris broke it.  This is artwork on the National Mall to honor her. Check out the hash tag… https://t.co/1qqUbOIXDr 
nickforbrains, Fri Feb 05 20:12:47 +0000 2021, -122.178297, 47.325447, @bridogz Ikr 
VonnaTorrey, Fri Feb 05 20:12:50 +0000 2021, -116.120462, 44.912691, Come make lifelong memories, soak up all four seasons and spend quality time with friends. Check out our latest ope… https://t.co/mSnxcCGD9P 
jw_pincus, Fri Feb 05 20:12:50 +0000 2021, -122.232754, 47.565392, @Ostrov_A @IntlCrimCourt I understand why Israel isn’t a member, but after this ruling part of me thinks they shoul… https://t.co/temWIhK8nj 
yakimajack50, Fri Feb 05 20:12:53 +0000 2021, -120.529760, 46.594223, All I can say is the GQP has made their bed. And now they will lay in it. This is what happens when people decide t… https://t.co/UkxCQh65OU 
fresa206, Fri Feb 05 20:12:54 +0000 2021, -122.313440, 47.385752, @Saayde_ 🤫🤫🤫 
Herronisland, Fri Feb 05 20:12:56 +0000 2021, -120.882482, 47.273022, @PetraMcCarron2 Reach out if I can be of help. 
Es0t3ric, Fri Feb 05 20:13:07 +0000 2021, -123.358379, 48.426730, @druglard https://t.co/8mliIs1IOX 
Coach_BenHarley, Fri Feb 05 20:13:10 +0000 2021, -120.882482, 47.273022, Fire me up Chase! 🔥🔥Excited to see four of our Driveline Academy teams compete this weekend (9U, two 11Us and 12U… https://t.co/GW9xFT678S 
bigbear5822, Fri Feb 05 20:13:12 +0000 2021, -122.923516, 47.064528, 👍😷👍😷👍😷👍😷 
B_Romero6, Fri Feb 05 20:13:15 +0000 2021, -120.882482, 47.273022, 😍😍😍😍😍 
VagabondPNW, Fri Feb 05 20:13:16 +0000 2021, -122.923516, 47.064528, Padres are more fun anyway. 
sydneyrozin, Fri Feb 05 20:13:17 +0000 2021, -117.434547, 47.667438, I wish I could go back in time 
bgmacneill, Fri Feb 05 20:13:20 +0000 2021, -122.035069, 47.608120, @SuePBC65 @FoxNews A news talking point 
Kikemiamigo14, Fri Feb 05 20:13:28 +0000 2021, -122.643484, 47.300865, @aberkey @nerdyDodger That’s what I’m hoping. 
floor_6, Fri Feb 05 20:13:33 +0000 2021, -122.455344, 47.242960, @onenuttodd and big fans of the Sonics too! 
nickforbrains, Fri Feb 05 20:13:33 +0000 2021, -122.178297, 47.325447, @RecessionCone We love them 
riley_szyd, Fri Feb 05 20:13:39 +0000 2021, -122.627000, 47.384800, It’s baaaaacckkk! And in cans. - Drinking a Kevlar by @Heathen_Brewing @ Local Boys Tap Room  — https://t.co/G9wroerksy 
Es0t3ric, Fri Feb 05 20:13:43 +0000 2021, -123.358379, 48.426730, @bawaqar @druglard Woh aglay saal bhi matric mein hi ho ga . Baby forever 
TadDoyle_Tad, Fri Feb 05 20:13:46 +0000 2021, -122.546569, 47.537603, Just posted a photo @ Funkytown https://t.co/1I4IXes4rK 
Thomas_Buren, Fri Feb 05 20:13:47 +0000 2021, -122.025161, 47.315173, @RSherman_25 @CJMcCollum Bro just come back to Seattle. Apparently it’s where the best Carrrrne Asada. Right @armandomejia51 
freedomflyer200, Fri Feb 05 20:13:48 +0000 2021, -114.143262, 45.494552, And a candy ass 
devankhoma, Fri Feb 05 20:13:52 +0000 2021, -117.434547, 47.667438, Dodger fans still talking about the padres 🤷🏽‍♂️ 
jazmati_, Fri Feb 05 20:13:52 +0000 2021, -122.110692, 47.330690, Trevor Bauer is now the highest paid athlete in LA over bron and mike trout 
Tamjoestarrrr, Fri Feb 05 20:13:52 +0000 2021, -123.702260, 48.780058, Waking up at 3am really turned my body's internal clock. Like rn its 1215pm but it feels like 5pm. 
ahammTNT, Fri Feb 05 20:13:54 +0000 2021, -122.455344, 47.242960, https://t.co/vnf9EPPf4L 
Chimaera000, Fri Feb 05 20:13:55 +0000 2021, -120.583402, 44.145437, @annielclark I could be a manatee. &lt;sips fruity cocktail while basking&gt; 
FryeSpeedofrye, Fri Feb 05 20:13:57 +0000 2021, -120.583402, 44.145437, Loved Christopher Plummer. RIP 
KylerRonquillo, Fri Feb 05 20:13:58 +0000 2021, -122.541127, 46.951426, Really Appreciate @steven_reyes27 for Making this Happen 🙌🙌📸 
chriswarden420, Fri Feb 05 20:14:00 +0000 2021, -123.370838, 48.496225, @OTRSCentral @peacockTV The same C show that had an advertised appearance by one of their top stars &amp; Royal Rumble winner? 
terileemcclain, Fri Feb 05 20:14:01 +0000 2021, -122.280014, 47.469552, Conspiracy theoriesYou are not dealing with a full deck of card if you’re into any of this 
anniehoopz, Fri Feb 05 20:14:05 +0000 2021, -122.231788, 47.959950, @EMeadeMD 🔥🔥🔥 
Es0t3ric, Fri Feb 05 20:14:06 +0000 2021, -123.358379, 48.426730, @mak_asif Injury hai. Kuch karwana hoga🙄 
Herronisland, Fri Feb 05 20:14:11 +0000 2021, -120.882482, 47.273022, @oldivory Stay safe and warm! 
duanefish5911, Fri Feb 05 20:14:12 +0000 2021, -122.150570, 48.168642, @BlueDoll2021 @BetsyDa50822745 @KING5Seattle Go get your vaccine and start living again. 
johncwingfield, Fri Feb 05 20:14:22 +0000 2021, -122.430277, 48.753353, @itsjoshboone Photographers take notes 📝 
tmj_WAK_it, Fri Feb 05 20:14:28 +0000 2021, -117.426009, 47.658599, Career tip for landing jobs like "Administrative Assistant / Inventory Control / Data Analyst Supporting the USMS"… https://t.co/p44DmeG7nS 
tmj_sea_adv, Fri Feb 05 20:14:28 +0000 2021, -122.286962, 47.560796, Don't be shy. Score a job like "Software Product Manager, qPCR platform" at Thermo Fisher Scientific by asking for… https://t.co/at189hmmpi 
LindseyTreffry, Fri Feb 05 20:14:33 +0000 2021, -117.434547, 47.667438, @Megan_L_Rowe I also purchased icy hot for my neck and back at Walgreens after this exchange. 
LuisToledoCast3, Fri Feb 05 20:14:33 +0000 2021, -122.311794, 47.662345, https://t.co/54rghoRxA4 
leeaheboni, Fri Feb 05 20:14:34 +0000 2021, -122.455344, 47.242960, Pissed that I pay $20 for Netflix and don’t even use it. 
Sue_MF_Mason, Fri Feb 05 20:14:35 +0000 2021, -122.330602, 47.614817, Wow. Just... wow. 
TTown_AM, Fri Feb 05 20:14:38 +0000 2021, -120.312414, 46.384233, Trying to fix things but it’s like nothing works bro 
terileemcclain, Fri Feb 05 20:14:40 +0000 2021, -122.280014, 47.469552, Any Trump supporters out there change your mind on anything ? Just curious 
Es0t3ric, Fri Feb 05 20:14:48 +0000 2021, -123.358379, 48.426730, @mak_asif Kapde change karne mein kafi takleef hoti hai 😢😢 
copycarol, Fri Feb 05 20:14:49 +0000 2021, -122.330602, 47.614817, to contando os dias meu meet com a Sharon sim mesmo tendo a consciência de que muito provavelmente meu cérebro vai paralisar kkkk aiai 
